date,주식형ETF설정액,주식형ETF해지액,주식형ETF증감,ETF제외주식형설정,ETF제외주식형해지,ETF제외주식형증감,단기금융설정,단기금융해지,단기금융증감,파생상품설정,파생상품해지,파생상품증감
2017-08-11,1162,630,533,1993,831,-267,"22,792","36,258","-13,466","2,768",820,"1,949"
2017-08-10,481,535,-54,2164,1683,-1305,"12,111","32,492","-20,381","2,177",542,"1,634"
2017-08-09,732,597,135,1687,955,-669,"23,564","21,795","1,769","1,839","1,782",58
2017-08-08,1091,2034,-944,3648,2558,-2459,"22,596","43,981","-21,385",997,"1,658",-661
2017-08-07,885,1109,-224,1754,869,-738,"19,451","14,685","4,765","2,264","1,474",790
2017-08-04,815,559,256,2591,1776,-1158,"22,094","25,084","-2,990","2,789",855,"1,934"
2017-08-03,539,1070,-531,2230,1691,-1263,"31,590","7,874","23,717",979,"1,517",-539
2017-08-02,733,1101,-367,5292,4559,-3078,"36,364","10,793","25,571","1,606","1,064",542
2017-08-01,641,1123,-482,2750,2109,1723,"15,386","18,336","-2,949","3,689",954,"2,735"
2017-07-31,1591,510,1081,1252,-340,422,"17,666","49,613","-31,948","3,509",851,"2,659"
2017-07-28,855,723,131,849,-7,248,"86,415","23,591","62,824","3,531","1,018","2,513"
2017-07-27,1711,1319,391,3731,2020,1760,"25,605","21,060","4,544","3,211",772,"2,439"
2017-07-26,1343,957,386,1686,343,894,"21,846","19,357","2,489","2,396","1,872",524
2017-07-25,1265,732,533,734,-531,-194,"12,670","19,946","-7,277","1,832","1,911",-79
2017-07-24,1539,2269,-731,3530,1991,-2921,"49,078","14,076","35,001","1,277","2,615","-1,338"
2017-07-21,893,1452,-560,3112,2219,-2392,"25,393","40,001","-14,608","2,420","2,329",91
2017-07-20,1825,787,1037,1701,-124,1146,"17,220","26,587","-9,367","3,884","1,180","2,704"
2017-07-19,879,954,-75,2807,1929,-555,"27,394","17,328","10,066","1,134","1,275",-141
2017-07-18,667,927,-259,2699,2032,-520,"12,468","21,368","-8,900","1,008","1,635",-627
2017-07-17,539,857,-318,2685,2147,-115,"17,076","17,597",-520,"1,648","2,971","-1,323"
2017-07-14,666,941,-275,2994,2328,-1401,"37,249","26,032","11,217","1,237","3,822","-2,585"
2017-07-13,771,798,-27,2078,1307,-304,"15,543","14,187","1,356","1,828","2,477",-649
2017-07-12,394,673,-278,1726,1332,-755,"50,168","10,359","39,809",569,"1,726","-1,157"
2017-07-11,433,506,-73,1550,1116,-523,"25,620","30,385","-4,765","1,249","1,127",122
2017-07-10,356,447,-91,3377,3022,-2701,"10,852","21,394","-10,542","1,190","1,146",44
2017-07-07,419,600,-181,2481,2062,-743,"31,336","17,693","13,643","2,242",609,"1,633"
2017-07-06,383,677,-295,2741,2358,-1442,"32,318","20,998","11,321","2,001",829,"1,172"
2017-07-05,370,589,-219,2129,1759,-56,"38,001","7,397","30,604","1,775",949,827
2017-07-04,556,1439,-882,3382,2826,-2932,"64,493","15,891","48,601","1,495",831,664
2017-07-03,1030,605,425,2899,1868,-1218,"23,874","11,046","12,828","1,796","1,154",643
2017-06-30,673,826,-153,2276,1603,2721,"34,674","91,945","-57,271","2,266","1,377",888
2017-06-29,1607,749,859,3469,1861,843,"31,992","48,060","-16,068","1,181","1,870",-689
2017-06-28,586,1014,-428,2425,1840,371,"36,604","65,459","-28,855","1,535","2,696","-1,161"
2017-06-27,710,944,-234,1836,1126,429,"62,938","52,096","10,842",900,"2,404","-1,504"
2017-06-26,371,626,-254,2008,1637,-441,"18,903","70,442","-51,539","1,843","3,524","-1,681"
2017-06-23,461,846,-384,2427,1966,-1124,"13,109","52,028","-38,918","2,071",546,"1,525"
2017-06-22,888,1214,-327,3599,2711,-2211,"17,021","25,179","-8,158","1,349","1,336",13
2017-06-21,1083,731,352,2083,1000,-482,"18,724","24,104","-5,380","4,324","2,094","2,229"
2017-06-20,704,978,-274,2439,1735,-931,"15,572","22,756","-7,185","3,155","2,766",390
2017-06-19,593,872,-279,2581,1988,-2040,"27,054","16,953","10,101","2,505",877,"1,628"
2017-06-16,828,1326,-498,2314,1486,328,"38,598","32,429","6,169","2,303","2,345",-42
2017-06-15,545,1091,-546,2357,1812,-668,"28,585","23,402","5,183","1,301","1,263",38
2017-06-14,426,882,-456,2841,2414,-766,"22,969","15,159","7,810","1,905","1,102",803
2017-06-13,1912,1357,555,3709,1797,205,"21,889","14,147","7,742","2,591","1,702",889
2017-06-12,710,1344,-635,2013,1303,-2304,"20,476","24,782","-4,306","1,056","2,130","-1,075"
2017-06-09,601,761,-160,1260,658,-1327,"41,889","41,989",-100,"2,433","1,462",971
2017-06-08,507,815,-309,926,419,-1107,"16,546","41,695","-25,149",953,835,117
2017-06-07,838,935,-97,6616,5778,-3119,"15,069","20,642","-5,572","1,531",973,558
2017-06-05,471,963,-492,4207,3736,-3395,"69,471","38,253","31,218","1,342","2,022",-680
2017-06-02,1181,918,263,3694,2514,-1019,"37,784","26,063","11,721","1,193","1,331",-138
2017-06-01,761,864,-103,3326,2565,-436,"13,776","24,976","-11,200","1,776",541,"1,235"
2017-05-31,996,766,230,3921,2925,-2859,"23,525","57,242","-33,717","1,674","1,760",-86
2017-05-30,1082,911,170,2794,1712,-995,"17,168","33,008","-15,840","2,425","1,308","1,117"
2017-05-29,1112,2153,-1041,3759,2646,-2440,"34,885","20,925","13,959","2,527","2,071",456
2017-05-26,911,1202,-291,2545,1633,494,"18,775","37,771","-18,996","2,966","1,096","1,870"
2017-05-25,1108,990,118,3195,2087,-421,"17,985","33,116","-15,131","1,529","1,619",-90
2017-05-24,1162,1029,133,4037,2875,-3006,"18,501","37,194","-18,693","2,048","2,876",-828
2017-05-23,673,895,-222,3117,2445,-2582,"48,195","52,687","-4,492","1,361",812,549
2017-05-22,429,682,-253,2054,1625,-248,"15,372","20,839","-5,468","2,467","1,160","1,307"
2017-05-19,356,1003,-647,3334,2978,-2171,"25,858","35,273","-9,415","1,810","1,317",493
2017-05-18,405,720,-315,2247,1842,-1760,"20,793","24,769","-3,976","1,674",937,738
2017-05-17,454,1327,-873,2868,2414,-3187,"17,891","13,085","4,806","1,786",559,"1,226"
2017-05-16,498,1491,-992,3180,2681,-2991,"41,558","18,480","23,078","1,475",861,614
2017-05-15,1256,1762,-506,5747,4491,-3694,"18,734","15,015","3,719","1,777","2,789","-1,011"
2017-05-12,901,1424,-523,2572,1671,-514,"26,853","14,947","11,906","3,148","2,146","1,001"
2017-05-11,637,1942,-1306,2943,2307,1972,"34,505","30,725","3,780","4,001","3,088",914
2017-05-10,446,2428,-1982,3613,3168,-3026,"52,877","41,999","10,878","1,944","1,035",908
2017-05-08,546,1218,-673,2904,2358,-2291,"29,214","9,249","19,966",736,"2,015","-1,280"
2017-05-04,832,966,-134,3885,3052,-1620,"32,280","20,898","11,382","2,223","2,805",-583
2017-05-02,629,1515,-886,2503,1873,-1791,"32,317","29,227","3,090","1,379","3,876","-2,497"
2017-04-28,1208,1066,142,1071,-137,-961,"56,950","45,904","11,046","3,059","3,016",43
2017-04-27,2039,3238,-1198,3237,1199,-4436,"22,680","33,481","-10,801","4,785","2,104","2,682"
2017-04-26,1263,1289,-27,2766,1503,-1464,"13,312","37,103","-23,791","4,328","2,005","2,323"
2017-04-25,320,973,-653,2035,1715,-1850,"15,693","43,048","-27,356","1,731","1,624",107
2017-04-24,563,1450,-887,1450,887,-2250,"18,383","24,123","-5,739","1,781","1,156",625
2017-04-21,355,651,-296,2655,2300,-2436,"18,670","23,075","-4,405","2,061","1,713",348
2017-04-20,471,1205,-734,3555,3083,-3550,"9,851","16,779","-6,928","3,280",381,"2,899"
2017-04-19,648,584,64,1559,911,-1214,"20,511","19,321","1,190",671,"1,020",-349
2017-04-18,853,387,466,603,-250,498,"25,842","17,629","8,213",897,690,207
2017-04-17,341,320,21,618,277,-46,"16,878","19,898","-3,020","1,444","2,498","-1,053"
2017-04-14,186,774,-588,1941,1755,-1941,"38,211","20,649","17,562",633,"1,059",-427
2017-04-13,264,409,-146,1546,1282,-1217,"14,159","16,064","-1,905","3,936",773,"3,162"
2017-04-12,485,506,-21,1398,913,-861,"25,484","13,993","11,491","1,960",698,"1,263"
2017-04-11,824,599,224,1215,391,-515,"38,248","18,471","19,777","1,065",895,170
2017-04-10,337,457,-119,1799,1462,-1371,"21,700","35,746","-14,046","1,008",599,409
2017-04-07,779,669,109,1332,553,-268,"30,171","19,240","10,931","2,581","1,115","1,466"
2017-04-06,548,506,42,1424,875,-550,"36,196","25,185","11,011","1,182",416,766
2017-04-05,609,673,-64,1069,459,-158,"62,160","9,506","52,655",480,"1,379",-898
2017-04-04,309,700,-391,2081,1772,-1850,"75,714","13,320","62,394","2,172","2,850",-678
2017-04-03,371,462,-90,872,501,606,"21,705","26,041","-4,336","1,455","1,206",249
2017-03-31,379,494,-116,3083,2704,-1731,"36,412","77,423","-41,011","1,135","1,047",88
2017-03-30,249,559,-310,2650,2401,-2322,"19,552","46,981","-27,429",836,"1,560",-724
2017-03-29,728,988,-260,2764,2036,-2208,"22,243","34,137","-11,894","1,520",742,779
2017-03-28,696,1452,-756,2033,1337,-1585,"19,113","25,196","-6,083","1,618",533,"1,084"
2017-03-27,246,656,-410,1564,1318,-1623,"31,185","20,046","11,139","1,352","2,176",-823
2017-03-24,477,756,-280,2654,2177,-2241,"20,979","21,275",-296,"2,415","1,378","1,037"
2017-03-23,752,1529,-776,2489,1736,-1948,"15,935","18,230","-2,295","1,203","2,586","-1,383"
2017-03-22,266,1391,-1126,2109,1843,-2378,"23,041","18,599","4,442","1,365","1,200",166
2017-03-21,517,1211,-694,2390,1873,-2587,"17,583","24,650","-7,068",893,785,109
2017-03-20,189,1329,-1140,1873,1684,-2436,"21,994","23,260","-1,266","2,714","1,939",775
2017-03-17,281,1363,-1082,2647,2366,-2650,"27,828","31,067","-3,239","1,578","1,003",575
2017-03-16,528,1542,-1013,4452,3924,-4366,"36,113","18,081","18,032","1,143","1,391",-248
2017-03-15,383,1202,-819,1202,819,-2021,"16,865","15,237","1,628","1,366",949,417
2017-03-14,236,970,-735,2032,1797,-1548,"22,183","22,467",-285,"1,222","2,309","-1,086"
2017-03-13,599,388,211,432,-167,-221,"27,351","14,495","12,856","1,301","1,680",-379
2017-03-10,556,1094,-538,1921,1365,-1706,"16,472","42,817","-26,345","1,373","1,400",-27
2017-03-09,200,592,-392,1567,1368,419,"16,741","60,651","-43,911","1,345","1,200",144
2017-03-08,356,855,-498,2272,1916,-2434,"18,779","14,563","4,216","1,440","1,565",-125
2017-03-07,664,937,-273,4317,3653,-3093,"26,804","18,056","8,748","1,789",712,"1,077"
2017-03-06,319,602,-283,1716,1397,-912,"46,266","16,294","29,972","1,915","2,507",-592
2017-03-03,355,1193,-838,1725,1370,-2329,"32,681","21,259","11,422","1,190","1,919",-729
2017-03-02,448,592,-144,1551,1103,-1401,"37,267","22,491","14,776","2,920","2,785",135
2017-02-28,566,501,65,1588,1023,-611,"35,005","57,042","-22,036","5,735","2,457","3,279"
2017-02-27,375,584,-209,1088,712,-1053,"23,691","22,669","1,022","1,710","2,382",-671
2017-02-24,327,988,-661,1979,1653,-2231,"18,530","30,655","-12,126","1,212","1,187",24
2017-02-23,2594,1384,1210,1805,-789,838,"9,410","34,530","-25,120","4,909","1,992","2,918"
2017-02-22,298,2217,-1919,2942,2644,-4694,"17,859","23,516","-5,657","2,053","4,359","-2,307"
2017-02-21,583,806,-223,1823,1240,-1150,"15,982","24,461","-8,480",806,825,-19
2017-02-20,236,713,-476,1131,895,-1000,"15,319","22,269","-6,950","1,361",445,915
2017-02-17,419,587,-167,1169,750,-907,"12,389","18,592","-6,203","1,254","1,027",226
2017-02-16,627,934,-307,1305,678,-1294,"31,840","16,086","15,754","1,288","1,494",-205
2017-02-15,501,810,-309,968,468,-906,"33,037","22,273","10,764",590,667,-77
2017-02-14,565,991,-426,1406,840,-1101,"17,111","11,091","6,020",479,"1,026",-548
2017-02-13,395,701,-307,1456,1061,-1207,"18,712","17,870",842,"1,041","1,172",-130
2017-02-10,1158,641,518,2801,1643,-1818,"29,323","31,580","-2,257","3,000","2,442",558
2017-02-09,321,803,-482,1277,955,-1220,"17,463","25,339","-7,876","1,290",506,783
2017-02-08,172,1028,-856,1472,1300,-1762,"32,088","13,958","18,130",466,"1,184",-717
2017-02-07,515,943,-428,1642,1127,-1675,"23,729","24,384",-654,707,556,150
2017-02-06,272,468,-196,1039,767,-195,"23,860","16,222","7,637","1,602","1,052",550
2017-02-03,212,851,-639,2694,2483,-2183,"59,414","14,286","45,128","1,135",984,151
2017-02-02,459,1079,-620,1415,957,-1509,"30,347","15,322","15,025","1,127","1,230",-103
2017-02-01,555,601,-46,1153,598,-664,"69,614","11,931","57,683",806,"1,647",-841
2017-01-31,379,663,-284,1384,1005,-1594,"24,412","48,540","-24,128","1,346","2,552","-1,206"
2017-01-26,382,713,-331,1114,732,-710,"25,637","24,932",705,703,"1,255",-553
2017-01-25,280,617,-337,962,682,-450,"14,144","37,707","-23,563","1,133","1,816",-683
2017-01-24,470,584,-114,1133,664,-665,"15,008","32,040","-17,032",931,763,168
2017-01-23,349,818,-469,1335,985,-1299,"13,617","25,258","-11,640",912,"1,683",-771
2017-01-20,498,685,-187,960,462,-537,"13,051","47,707","-34,656",903,823,79
2017-01-19,337,2221,-1884,2619,2281,-4356,"14,823","28,545","-13,722",576,"2,259","-1,683"
2017-01-18,181,1053,-872,2073,1891,-2652,"52,831","18,969","33,862",828,"1,175",-346
2017-01-17,872,1068,-196,1610,738,-1255,"22,235","19,558","2,676","1,514",986,528
2017-01-16,1706,1193,513,2038,332,-968,"59,981","20,978","39,003","2,173","1,522",651
2017-01-13,208,1258,-1049,2382,2174,-2831,"42,516","16,752","25,764","2,263","2,448",-184
2017-01-12,324,1261,-937,2335,2011,-2780,"24,515","8,063","16,452","1,146","1,667",-521
2017-01-11,232,530,-298,2280,2049,-2125,"20,203","15,610","4,593",736,747,-10
2017-01-10,420,858,-438,1423,1003,808,"24,854","32,402","-7,548",850,"1,163",-313
2017-01-09,408,797,-389,2018,1610,-1244,"23,190","17,597","5,593",844,"1,116",-272
2017-01-06,207,1381,-1174,3232,3026,-3385,"17,185","12,549","4,636","1,159","1,427",-268
2017-01-05,265,955,-690,2524,2258,-1298,"24,384","15,137","9,247","1,205","1,764",-559
2017-01-04,139,630,-491,1684,1545,-1282,"71,984","21,222","50,762",742,"1,279",-537
2017-01-03,244,1180,-935,2145,1901,-1875,"63,412","21,031","42,381",397,"1,162",-765
2017-01-02,170,578,-408,4026,3856,-3010,"28,744","23,575","5,169","1,846","2,084",-238
2016-12-30,134,0,134,0,-134,134,"37,278","79,101","-41,823",471,313,158
2016-12-29,195,2641,-2445,2640,2446,-5086,"32,074","56,591","-24,517","4,346","2,476","1,870"
2016-12-28,758,702,56,1919,1161,180,"27,343","43,257","-15,913","2,401","2,627",-226
2016-12-27,776,949,-173,2560,1784,-703,"23,273","42,294","-19,021",995,899,96
2016-12-26,311,1905,-1594,2653,2343,-3124,"18,846","47,137","-28,291",694,"1,482",-787
2016-12-23,249,592,-343,1193,944,750,"12,144","35,420","-23,276","1,083","1,583",-500
2016-12-22,623,679,-57,3846,3224,-3482,"17,635","38,619","-20,984","1,769","2,783","-1,014"
2016-12-21,234,849,-615,1598,1364,-1849,"17,816","23,077","-5,261",614,"1,186",-572
2016-12-20,494,1034,-540,2246,1753,-2128,"19,371","18,814",557,"1,626","1,835",-209
2016-12-19,118,433,-316,2185,2067,-1709,"20,210","20,189",21,"1,018","1,729",-711
2016-12-16,526,679,-153,1405,879,-370,"35,435","12,033","23,402","1,718","1,187",531
2016-12-15,106,812,-706,1809,1703,-1659,"23,874","16,237","7,637",975,"1,678",-703
2016-12-14,126,1086,-960,1607,1481,-820,"15,994","12,197","3,797","1,065","1,700",-636
2016-12-13,363,691,-327,1978,1615,-530,"18,744","11,447","7,297","1,287","1,772",-485
2016-12-12,323,695,-373,2466,2144,-142,"16,677","23,245","-6,567","1,650","2,452",-803
2016-12-09,168,897,-729,3141,2973,-1184,"12,240","29,254","-17,014","2,051","4,075","-2,024"
2016-12-08,156,397,-241,1819,1663,-1654,"15,112","76,246","-61,134",699,"1,897","-1,198"
2016-12-07,181,476,-296,1881,1700,2155,"13,943","13,522",421,888,"1,820",-932
2016-12-06,289,364,-75,2636,2347,-1409,"27,394","12,761","14,633",940,453,487
2016-12-05,488,357,131,2241,1752,-706,"60,080","21,247","38,833",995,968,27
2016-12-02,227,500,-273,3716,3489,-3616,"42,764","10,723","32,041","1,068","1,699",-631
2016-12-01,343,628,-285,4458,4115,-4095,"19,120","16,077","3,042",508,"1,160",-652
2016-11-30,512,588,-76,792,279,2959,"19,837","36,869","-17,032","1,035","1,372",-337
2016-11-29,657,339,318,1326,669,2567,"47,119","17,044","30,075",474,814,-340
2016-11-28,6683,650,6033,1139,-5544,5947,"22,923","31,867","-8,944","1,628","1,084",544
2016-11-25,229,671,-442,833,605,1210,"12,271","24,029","-11,758",954,"2,074","-1,120"
2016-11-24,208,273,-65,602,393,-378,"15,147","23,843","-8,696",604,"1,515",-911
2016-11-23,209,311,-103,975,765,647,"18,326","26,494","-8,168",587,"1,069",-482
2016-11-22,417,268,149,852,435,-389,"10,560","11,796","-1,236","1,211","1,010",201
2016-11-21,208,334,-126,558,350,-138,"12,372","23,343","-10,971","1,271","1,118",153
2016-11-18,201,428,-228,940,738,-403,"25,489","24,712",778,"1,101","1,206",-105
2016-11-17,315,197,118,808,493,170,"21,176","33,740","-12,563",700,861,-161
2016-11-16,704,746,-43,1570,866,-996,"37,071","26,725","10,346","1,058",784,274
2016-11-15,196,517,-321,921,725,888,"49,796","25,250","24,546","1,489",966,523
2016-11-14,677,158,519,2301,1624,1043,"14,652","37,275","-22,623","1,758","2,611",-853
2016-11-11,1381,407,974,1880,499,1991,"18,395","14,766","3,630","4,014","2,803","1,211"
2016-11-10,1492,354,1138,816,-676,1250,"9,947","32,006","-22,058","4,055","2,756","1,299"
2016-11-09,609,245,363,1076,467,-251,"10,232","7,466","2,766",877,"1,307",-430
2016-11-08,365,328,36,2039,1675,-136,"23,868","27,210","-3,342",813,"1,392",-578
2016-11-07,254,235,19,1684,1430,2679,"14,088","14,775",-687,"1,095",820,274
2016-11-04,603,268,335,2300,1697,-416,"16,221","17,188",-967,"4,078","2,705","1,373"
2016-11-03,502,321,181,1544,1042,-489,"51,052","14,925","36,127","2,609","1,493","1,116"
2016-11-02,413,538,-125,1414,1002,-1146,"67,476","13,174","54,302",964,611,354
2016-11-01,369,557,-188,3140,2771,-2374,"24,747","17,299","7,449","1,115",342,773
2016-10-31,133,656,-523,4236,4104,-1288,"28,646","88,816","-60,170","1,665","1,280",386
2016-10-28,681,837,-157,1616,935,-1484,"46,365","37,097","9,268","2,569","2,150",419
2016-10-27,656,348,309,777,121,587,"27,717","17,597","10,120","3,824",912,"2,912"
2016-10-26,376,1062,-685,1560,1183,-1631,"24,489","16,101","8,388",760,766,-6
2016-10-25,903,499,404,620,-283,11,"13,022","20,785","-7,763",826,"1,030",-204
2016-10-24,719,327,391,451,-268,881,"10,849","27,859","-17,010",904,572,331
2016-10-21,814,728,87,778,-36,1102,"13,641","20,437","-6,796","2,273","2,039",234
2016-10-20,341,1075,-734,1168,826,-1352,"10,595","32,572","-21,977",575,"1,576","-1,002"
2016-10-19,419,373,46,521,101,-222,"16,528","10,784","5,744",892,"1,927","-1,035"
2016-10-18,392,514,-122,1080,688,-862,"21,241","18,669","2,572",667,881,-214
2016-10-17,875,323,552,1213,338,-317,"17,418","13,047","4,372","1,630","1,034",596
2016-10-14,161,383,-222,1701,1540,-1575,"48,615","22,562","26,052","2,734","2,166",568
2016-10-13,148,987,-839,1768,1619,-1789,"21,953","14,335","7,618","2,005",867,"1,138"
2016-10-12,426,825,-399,1165,739,-1369,"23,023","28,303","-5,280","1,442",846,597
2016-10-11,325,517,-192,1267,942,-978,"29,327","14,837","14,490",529,441,89
2016-10-10,202,499,-296,1213,1011,109,"11,704","26,221","-14,517",823,621,202
2016-10-07,120,620,-501,1061,941,-1017,"67,171","21,122","46,049",841,887,-46
2016-10-06,237,412,-175,858,621,-232,"47,166","17,335","29,831","1,032",956,76
2016-10-05,594,504,90,750,156,-241,"31,903","13,707","18,196","1,386","1,986",-600
2016-10-04,349,486,-137,1698,1349,-1422,"20,417","18,917","1,500","3,197","1,933","1,264"
2016-09-30,525,1133,-608,1469,944,-1800,"21,311","63,719","-42,407","2,664","2,325",340
2016-09-29,450,936,-487,1286,836,-1588,"14,963","66,803","-51,839",927,"1,410",-483
2016-09-28,627,1045,-418,1246,619,-992,"32,225","36,268","-4,043",986,"1,026",-40
2016-09-27,760,782,-22,1030,270,-408,"26,933","44,130","-17,197",811,551,259
2016-09-26,277,567,-290,1632,1354,-760,"22,698","25,229","-2,531","2,505","2,874",-369
2016-09-23,1069,1080,-11,2191,1123,-1651,"17,183","23,918","-6,734","3,068","3,293",-226
2016-09-22,472,598,-126,2496,2024,-1885,"26,923","26,579",343,617,574,44
2016-09-21,314,429,-115,1036,722,-779,"43,475","36,152","7,322","3,617","1,320","2,296"
2016-09-20,482,514,-32,1515,1033,-1028,"30,575","12,621","17,954","2,316","2,075",241
2016-09-19,485,426,59,1316,831,-386,"18,333","11,842","6,491","1,388","2,157",-769
2016-09-13,647,1871,-1224,3019,2371,-3331,"50,117","20,748","29,369","2,143","2,877",-734
2016-09-12,415,790,-375,2341,1926,-2108,"33,282","54,120","-20,838","2,368",910,"1,458"
2016-09-09,319,930,-611,1489,1169,-1868,"27,874","53,048","-25,174","1,353","1,773",-420
2016-09-08,324,1167,-843,1487,1163,-1230,"8,745","33,528","-24,784","1,155","1,096",59
2016-09-07,166,1174,-1007,1430,1264,-1239,"10,550","28,752","-18,202",840,"1,488",-649
2016-09-06,280,960,-680,1248,968,-1602,"65,114","65,859",-745,571,"1,124",-554
2016-09-05,153,493,-340,1148,994,-178,"33,167","13,238","19,929","1,122",992,130
2016-09-02,173,667,-494,1654,1481,-1805,"26,875","31,515","-4,639","1,369",941,428
2016-09-01,125,471,-346,1070,945,-725,"19,850","18,784","1,065",761,461,300
2016-08-31,209,1116,-907,1472,1263,-2301,"16,050","38,384","-22,335","1,130","1,152",-21
2016-08-30,308,629,-321,844,537,-984,"36,217","40,423","-4,206",621,249,373
2016-08-29,373,884,-512,1355,982,-1577,"14,824","39,512","-24,688","1,741",510,"1,232"
2016-08-26,451,1648,-1197,2693,2243,-2953,"12,526","12,223",304,"2,313","2,812",-499
2016-08-25,112,1050,-938,1856,1744,-2567,"11,362","16,180","-4,818","1,236","1,146",90
2016-08-24,368,1047,-678,1266,897,-1704,"23,949","36,635","-12,686","1,363",945,418
2016-08-23,532,911,-379,1627,1095,-834,"12,117","16,403","-4,286",849,696,154
2016-08-22,396,1181,-785,2757,2362,-3455,"10,775","15,786","-5,011","2,363","1,515",848
2016-08-19,361,1277,-916,1627,1266,-2390,"14,233","42,493","-28,259","1,930",947,983
2016-08-18,139,1051,-913,1143,1004,-1675,"36,765","19,820","16,945","1,263",418,845
2016-08-17,577,1515,-938,1955,1378,-2616,"43,574","12,822","30,753",849,"1,852","-1,003"
2016-08-16,277,1757,-1480,2110,1833,-3426,"17,715","9,967","7,749","2,020","2,619",-599
2016-08-12,216,1002,-786,1771,1554,-1451,"15,687","9,662","6,025","2,420","1,463",957
2016-08-11,356,1710,-1354,2190,1833,-3049,"10,233","13,366","-3,133","1,916","2,370",-454
2016-08-10,212,2418,-2207,2684,2472,-4040,"19,740","28,449","-8,710","1,655","1,494",161
2016-08-09,207,1100,-893,1760,1554,-2463,"21,147","44,697","-23,550","1,352","1,587",-235
2016-08-08,299,714,-415,1305,1006,-1322,"9,685","9,054",631,"3,324",808,"2,516"
2016-08-05,479,711,-232,2206,1727,-1968,"25,200","15,882","9,318","1,080",800,280
2016-08-04,181,679,-498,1484,1303,-1507,"35,311","17,184","18,127",968,"1,616",-648
2016-08-03,719,975,-256,1127,408,-305,"45,120","42,491","2,630",868,931,-63
2016-08-02,824,1475,-651,2680,1856,-3114,"28,875","15,286","13,589",852,747,105
2016-08-01,185,1151,-966,1727,1542,-2089,"18,210","23,055","-4,845","1,009","1,146",-137
2016-07-29,515,647,-132,707,192,-763,"22,786","51,766","-28,980","2,178","1,721",456
2016-07-28,1127,1101,26,1238,111,-1105,"38,206","14,591","23,615","1,200",932,268
2016-07-27,317,1125,-808,1188,871,-1135,"33,630","12,500","21,130",522,"1,036",-514
2016-07-26,491,1016,-525,1249,758,-1677,"24,152","13,972","10,180","1,117",486,632
2016-07-25,771,843,-72,1250,478,-976,"15,907","31,462","-15,555","1,666","1,110",556
2016-07-22,479,902,-423,1760,1281,-1735,"26,913","26,126",787,"1,411","1,096",315
2016-07-21,284,1422,-1138,2582,2299,-3600,"14,562","32,638","-18,076","1,092",527,565
2016-07-20,1072,806,266,1255,183,-403,"18,761","31,678","-12,918","1,146",622,524
2016-07-19,255,1068,-813,1747,1492,-1511,"20,860","18,476","2,384","1,865","1,147",718
2016-07-18,302,3448,-3146,4878,4576,-6929,"26,639","18,314","8,326","1,826","1,612",214
2016-07-15,237,1508,-1271,2122,1885,-2357,"48,806","19,312","29,494","3,054","2,618",436
