date,주식형ETF설정액,주식형ETF해지액,주식형ETF증감,ETF제외주식형설정,ETF제외주식형해지,ETF제외주식형증감,단기금융설정,단기금융해지,단기금융증감,파생상품설정,파생상품해지,파생상품증감
2014-05-07,854,470,384,943,89,32,"27,974","16,488","11,487","1,226",672,554
2014-05-02,1160,529,631,1722,562,384,"12,542","17,415","-4,873","1,490",752,738
2014-04-30,806,535,271,535,-271,-283,"30,894","41,431","-10,537","1,618",431,"1,187"
2014-04-29,1367,481,886,481,-886,405,"17,980","27,130","-9,150","1,474","1,107",366
2014-04-28,1778,680,1098,3391,1613,-1766,"7,245","16,695","-9,451","1,202",726,476
2014-04-25,612,1597,-986,3583,2971,-4081,"7,575","20,549","-12,974","1,608","1,129",479
2014-04-24,1387,2573,-1186,2881,1493,-3944,"7,640","17,696","-10,056",958,858,99
2014-04-23,637,1771,-1134,2257,1620,-3278,"9,808","23,248","-13,441",848,652,196
2014-04-22,1272,1273,0,1998,727,-880,"11,286","13,296","-2,010",799,"1,669",-870
2014-04-21,580,2126,-1546,5383,4803,-3775,"9,574","16,479","-6,904","1,607","1,310",297
2014-04-18,458,768,-310,1411,954,-737,"13,567","17,246","-3,679",472,"1,197",-724
2014-04-17,708,1219,-511,2595,1886,-2771,"10,577","14,442","-3,865","1,301",960,340
2014-04-16,990,1247,-257,1899,910,-1993,"32,811","14,283","18,528",464,951,-486
2014-04-15,593,1027,-434,2297,1704,-2692,"32,937","11,463","21,473",851,"1,163",-312
2014-04-14,788,962,-173,1284,496,-440,"23,042","15,839","7,203",850,948,-98
2014-04-11,912,1717,-805,3104,2191,-2746,"15,864","12,989","2,876","1,289","1,468",-179
2014-04-10,730,1922,-1193,2095,1365,-2264,"9,537","26,586","-17,048",702,"1,827","-1,125"
2014-04-09,836,1167,-331,1650,815,-1901,"8,718","13,137","-4,419","1,687",969,718
2014-04-08,698,927,-229,960,262,569,"12,481","17,118","-4,637","2,398","1,817",581
2014-04-07,326,1428,-1102,2573,2247,-3540,"10,925","9,939",986,941,"2,620","-1,678"
2014-04-04,451,2639,-2188,4071,3620,-4545,"12,824","17,765","-4,940",547,"2,645","-2,099"
2014-04-03,272,3058,-2786,3671,3399,-4712,"16,305","18,613","-2,308","1,018","3,552","-2,533"
2014-04-02,367,1452,-1085,2235,1868,-1890,"46,003","14,975","31,028",438,"2,003","-1,565"
2014-04-01,579,1345,-766,2237,1658,-1279,"15,296","16,724","-1,428",416,"1,921","-1,505"
2014-03-31,504,1493,-988,2508,2005,-1549,"23,741","62,534","-38,793","1,013","3,141","-2,128"
2014-03-28,916,1438,-522,2161,1245,-2164,"13,258","44,165","-30,907","2,015","3,512","-1,497"
2014-03-27,564,1573,-1009,2378,1814,-2959,"24,403","25,086",-683,"2,197","4,597","-2,400"
2014-03-26,1182,1034,148,1191,9,-697,"20,159","17,111","3,048",977,955,22
2014-03-25,1382,1240,142,1585,203,-1181,"14,599","17,481","-2,882",387,768,-381
2014-03-24,646,612,34,818,172,-224,"12,592","28,371","-15,779","2,609",667,"1,941"
2014-03-21,972,559,413,577,-395,123,"12,667","21,544","-8,877","1,450",515,935
2014-03-20,578,741,-163,919,341,-500,"26,651","18,160","8,492",603,"1,263",-660
2014-03-19,1014,573,441,2628,1614,-1351,"17,911","14,079","3,832",695,484,211
2014-03-18,1222,499,723,1179,-42,476,"30,995","9,158","21,837","2,370",469,"1,900"
2014-03-17,1236,423,812,2507,1271,-426,"18,561","16,345","2,216","1,943",834,"1,109"
2014-03-14,1227,529,699,1413,186,638,"34,804","11,240","23,564","4,595",528,"4,067"
2014-03-13,1421,587,834,1551,130,-599,"18,257","11,449","6,808","2,571",798,"1,773"
2014-03-12,862,839,23,1550,687,-1291,"25,720","6,062","19,658","3,250",891,"2,359"
2014-03-11,1281,654,627,770,-511,21,"24,882","12,334","12,548","1,792",932,860
2014-03-10,648,1305,-657,1707,1059,-1031,"15,428","12,578","2,850","1,029","1,154",-125
2014-03-07,590,1024,-433,1188,598,-1372,"19,854","42,413","-22,559",942,"1,523",-581
2014-03-06,655,1453,-797,1585,929,-2254,"13,252","23,680","-10,429",823,"1,509",-686
2014-03-05,883,884,-1,2250,1367,-720,"11,964","12,449",-485,"1,178","1,141",37
2014-03-04,1025,1347,-322,5100,4075,-5347,"32,733","33,879","-1,146",466,"1,379",-912
2014-03-03,1669,1127,542,4405,2736,-3773,"13,718","20,840","-7,123","1,394","1,413",-19
2014-02-28,979,963,16,1290,312,-1066,"23,322","44,226","-20,904","2,352","1,290","1,062"
2014-02-27,694,1211,-518,1692,998,-1783,"26,216","27,543","-1,327",827,"1,635",-808
2014-02-26,1180,1890,-710,2399,1220,-3023,"18,350","28,681","-10,331","1,474","1,161",313
2014-02-25,2112,894,1218,961,-1151,484,"19,589","14,270","5,319","1,091","3,054","-1,963"
2014-02-24,965,1271,-306,2033,1068,-2065,"8,696","33,063","-24,367","1,602","1,240",362
2014-02-21,663,516,146,1441,779,-900,"10,511","12,579","-2,068","2,525",887,"1,638"
2014-02-20,654,1084,-430,1393,738,-1645,"10,665","32,289","-21,625","1,042","1,445",-403
2014-02-19,541,981,-440,1144,603,-928,"39,718","20,741","18,977",967,681,286
2014-02-18,981,891,89,983,2,-549,"18,889","34,194","-15,304",659,"1,656",-997
2014-02-17,453,785,-332,1362,909,-1483,"15,706","11,541","4,165","1,140",498,642
2014-02-14,489,887,-398,1201,713,-1395,"35,291","29,954","5,337","1,239","1,170",69
2014-02-13,416,566,-150,821,405,-913,"34,713","13,202","21,511",450,"1,045",-595
2014-02-12,1403,1115,287,1169,-234,-649,"30,263","20,672","9,591",424,"1,051",-627
2014-02-11,726,659,66,1042,316,-813,"24,174","29,425","-5,251",558,927,-369
2014-02-10,443,503,-60,833,389,-633,"31,185","17,841","13,344",510,"1,851","-1,341"
2014-02-07,1319,1237,81,5472,4153,-3595,"27,721","25,365","2,357","1,136","1,974",-838
2014-02-06,752,457,295,1201,449,485,"25,953","22,152","3,801","3,707",407,"3,299"
2014-02-05,1243,1276,-34,1363,120,-1085,"39,078","15,211","23,867","1,663",560,"1,103"
2014-02-04,2546,406,2140,545,-2000,2177,"49,502","21,856","27,646",526,"1,138",-612
2014-02-03,741,385,355,1122,381,370,"29,142","15,301","13,840",633,794,-161
2014-01-29,1026,818,208,2558,1532,374,"24,112","43,347","-19,235","2,940","1,478","1,462"
2014-01-28,1825,1681,145,2620,794,-533,"13,980","28,596","-14,616","3,555",501,"3,054"
2014-01-27,2039,319,1720,2070,30,-193,"8,050","19,215","-11,165","2,961","1,077","1,884"
2014-01-24,664,627,37,715,51,-406,"20,202","22,066","-1,864","1,364",458,907
2014-01-23,438,631,-193,785,347,-702,"22,769","20,116","2,654",335,"1,811","-1,476"
2014-01-22,855,656,199,1104,249,-203,"18,768","13,032","5,736","1,067","1,003",64
2014-01-21,639,775,-136,1826,1187,-1205,"12,710","14,143","-1,433","1,040",589,451
2014-01-20,654,502,152,766,112,-404,"7,493","12,720","-5,227",632,893,-261
2014-01-17,602,498,104,1267,665,-699,"12,437","14,679","-2,242",916,483,433
2014-01-16,921,602,319,1845,925,-927,"36,433","13,080","23,353",726,974,-248
2014-01-15,706,402,305,1291,585,-519,"39,122","26,156","12,967",315,"1,016",-701
2014-01-14,897,551,345,2113,1216,-867,"14,684","15,353",-669,"1,609",612,997
2014-01-13,1087,411,676,4758,3671,-3668,"12,424","18,975","-6,550","2,292",631,"1,662"
2014-01-10,355,412,-58,1343,988,-1206,"12,148","34,925","-22,777","1,661","1,325",336
2014-01-09,484,593,-109,1225,742,-846,"13,160","12,186",974,859,435,424
2014-01-08,513,418,95,3496,2983,-2461,"21,331","8,497","12,834","1,110",690,420
2014-01-07,1081,374,707,5493,4412,-2019,"19,486","13,939","5,546","3,194",613,"2,581"
2014-01-06,1634,336,1299,4585,2951,-1338,"56,935","10,310","46,625","2,789",740,"2,049"
2014-01-03,1598,580,1019,1049,-549,1654,"53,652","19,585","34,066",694,744,-49
2014-01-02,663,1029,-366,2000,1337,-162,"17,093","16,391",703,314,"1,413","-1,099"
2013-12-31,709,0,709,0,-709,709,"34,783","49,211","-14,428",319,17,303
2013-12-30,663,1044,-382,1045,381,-1426,"20,140","41,492","-21,352",561,"1,269",-708
2013-12-27,985,852,134,851,-133,-718,"12,248","28,726","-16,477","1,686","1,675",12
2013-12-26,1537,1448,89,3886,2349,1653,"21,548","25,383","-3,835",281,"2,017","-1,737"
2013-12-24,866,1037,-171,3141,2275,232,"13,774","19,992","-6,218","1,303","1,245",57
2013-12-23,617,530,87,1179,562,2545,"13,237","18,535","-5,298","1,049",804,244
2013-12-20,828,554,275,959,130,2116,"7,151","25,150","-17,999","1,223",701,522
2013-12-19,1371,772,599,1117,-255,494,"13,451","16,062","-2,611",668,758,-90
2013-12-18,907,535,372,1827,920,-227,"22,528","15,517","7,011","1,628","1,128",500
2013-12-17,1233,649,584,2488,1255,2422,"11,703","17,455","-5,752","1,728","2,146",-418
2013-12-16,973,241,732,1024,51,1488,"35,772","14,971","20,801","2,535",772,"1,762"
2013-12-13,1671,372,1299,1050,-621,3119,"17,480","25,942","-8,463","3,142","1,573","1,570"
2013-12-12,1500,519,981,912,-588,521,"27,514","15,036","12,478","2,169",602,"1,568"
2013-12-11,836,422,414,1018,182,-205,"15,290","8,915","6,375",456,"2,636","-2,180"
2013-12-10,648,446,202,2557,1910,-2085,"11,575","14,756","-3,181",832,916,-84
2013-12-09,557,425,132,2814,2257,-2094,"12,389","52,302","-39,913","2,123",616,"1,507"
2013-12-06,1341,333,1007,1534,193,371,"8,590","19,792","-11,202","3,191","3,919",-729
2013-12-05,1323,554,770,1956,633,-906,"15,122","15,646",-524,"1,819",798,"1,021"
2013-12-04,813,766,48,1146,333,-882,"33,770","15,985","17,785",553,"1,009",-456
2013-12-03,1104,2110,-1006,2567,1462,-2871,"31,306","12,621","18,685",224,"1,427","-1,203"
2013-12-02,404,1632,-1228,1999,1594,-869,"10,885","10,905",-20,"1,778","2,723",-945
2013-11-29,1324,2481,-1157,2481,1157,-1891,"17,690","40,556","-22,867",914,"1,660",-745
2013-11-28,738,697,41,1145,407,-135,"13,251","21,363","-8,112","1,129",892,237
2013-11-27,621,888,-266,937,316,100,"16,679","18,710","-2,031",471,"1,703","-1,232"
2013-11-26,1360,1431,-71,1566,206,-865,"20,504","11,744","8,760","1,856","1,483",373
2013-11-25,776,518,258,1691,915,-825,"12,439","14,006","-1,567","1,746",768,978
2013-11-22,1247,436,811,515,-732,1835,"14,553","32,551","-17,998","1,101",857,244
2013-11-21,895,885,10,1251,357,-204,"21,325","18,134","3,191",579,"1,630","-1,051"
2013-11-20,534,1495,-961,2456,1922,-1656,"14,974","11,519","3,455",250,812,-563
2013-11-19,1404,1476,-72,1623,219,-1271,"12,021","11,939",82,522,"1,226",-704
2013-11-18,635,482,154,3928,3293,-3163,"13,305","14,474","-1,168","2,134",770,"1,364"
2013-11-15,843,287,556,2410,1567,-1062,"24,317","28,124","-3,807","2,345","1,023","1,322"
2013-11-14,1138,415,723,914,-225,1462,"13,564","9,812","3,752","1,424",929,495
2013-11-13,764,464,301,1622,858,-685,"20,871","11,949","8,922","2,322",296,"2,025"
2013-11-12,1442,534,908,2021,579,-819,"12,191","13,357","-1,166",986,827,160
2013-11-11,850,610,240,2900,2050,-2362,"10,538","23,110","-12,573","1,700","1,831",-131
2013-11-08,1019,628,391,1689,669,-905,"11,129","18,941","-7,812","1,047",504,543
2013-11-07,527,734,-207,2783,2256,-2800,"19,221","11,456","7,766",582,581,1
2013-11-06,656,1080,-423,4001,3345,-4244,"15,768","11,642","4,126",644,"1,296",-651
2013-11-05,1212,1095,116,3328,2115,-3049,"28,359","14,171","14,188",295,853,-558
2013-11-04,726,934,-207,2023,1296,-1796,"38,858","9,986","28,872","4,057",874,"3,182"
2013-11-01,1239,1578,-339,6408,5169,-3516,"8,796","25,996","-17,199","1,062",814,247
2013-10-31,1278,2273,-995,2293,1016,-57,"18,977","23,019","-4,042","1,131","3,305","-2,174"
2013-10-30,864,2235,-1370,2975,2111,-2394,"41,487","20,456","21,031",506,897,-390
2013-10-29,1368,2562,-1194,5861,4492,-5182,"17,428","27,967","-10,539","1,307",997,311
2013-10-28,1734,2098,-364,3488,1755,-2980,"11,666","13,878","-2,212",607,631,-24
2013-10-25,514,1486,-972,1920,1406,-878,"11,384","35,071","-23,686","1,342",683,659
2013-10-24,1226,2460,-1234,3431,2205,-2597,"7,631","16,845","-9,215",989,"1,643",-654
2013-10-23,579,2069,-1491,2549,1970,-2773,"12,807","15,792","-2,985",520,"1,004",-484
2013-10-22,1062,2505,-1442,3764,2702,-1702,"13,572","17,114","-3,542",633,"1,280",-648
2013-10-21,693,2860,-2167,3195,2502,-4194,"12,697","16,762","-4,065",476,"1,812","-1,336"
2013-10-18,924,3168,-2244,3692,2768,-5328,"7,282","14,333","-7,051",665,"1,453",-788
2013-10-17,853,2522,-1669,2627,1774,-3516,"11,563","12,841","-1,278",658,"1,201",-543
2013-10-16,1028,3143,-2115,3570,2542,-4715,"37,546","13,369","24,177","2,382","1,406",977
2013-10-15,1479,2399,-920,2971,1492,-3058,"19,234","23,339","-4,105",854,"1,924","-1,070"
2013-10-14,697,3872,-3174,7722,7024,-10634,"15,846","15,153",693,613,"1,894","-1,281"
2013-10-11,1186,1676,-490,3435,2249,-3479,"10,890","18,766","-7,877","1,185",913,272
2013-10-10,605,1127,-522,1841,1237,-2214,"14,606","18,317","-3,711","1,138",370,768
2013-10-08,885,1125,-241,2201,1316,-1470,"23,740","13,714","10,026",177,"1,221","-1,044"
2013-10-07,555,1320,-765,1800,1245,-2284,"20,639","8,296","12,342",857,"1,130",-273
2013-10-04,980,2160,-1180,2223,1243,-2733,"33,618","17,162","16,456","1,574","1,154",420
2013-10-02,426,1713,-1287,1991,1564,-2673,"39,195","21,782","17,413",645,802,-157
2013-10-01,731,1338,-607,2576,1845,-2923,"13,314","17,349","-4,035",282,799,-517
2013-09-30,789,2778,-1989,3159,2370,-4447,"19,601","46,533","-26,933","1,659","1,953",-294
2013-09-27,909,1580,-671,2379,1470,-2362,"27,779","28,555",-776,"1,609","1,303",306
2013-09-26,1558,2823,-1266,4625,3067,-5660,"23,267","15,387","7,880",613,"1,088",-474
2013-09-25,1258,2709,-1451,3288,2030,-4172,"17,247","19,393","-2,146","1,890","1,500",390
2013-09-24,1545,2324,-779,3185,1640,-3648,"14,789","19,949","-5,160",564,889,-325
2013-09-23,458,1742,-1284,2487,2029,-2506,"14,743","15,563",-820,614,"2,100","-1,486"
2013-09-17,769,3441,-2672,4527,3758,-4204,"29,758","13,228","16,530",524,"1,671","-1,146"
2013-09-16,262,2197,-1935,3620,3358,-2021,"25,750","15,000","10,750",910,"3,501","-2,592"
2013-09-13,437,5363,-4926,6585,6148,-9521,"13,586","9,516","4,071",494,"3,865","-3,372"
2013-09-12,326,3810,-3484,4059,3734,-4853,"22,881","9,278","13,603",487,"5,231","-4,745"
2013-09-11,579,2905,-2325,4377,3798,-5949,"15,044","9,295","5,749",802,"2,767","-1,965"
2013-09-10,381,3123,-2742,3287,2906,-3221,"12,273","12,221",52,304,"2,124","-1,820"
2013-09-09,367,2094,-1727,2832,2465,-4266,"16,962","24,773","-7,811","1,164","2,686","-1,522"
2013-09-06,656,2685,-2029,2830,2173,-4488,"14,430","17,689","-3,259",380,"1,814","-1,434"
2013-09-05,210,954,-744,2023,1813,-2639,"16,263","11,766","4,497",938,"1,273",-335
2013-09-04,238,1468,-1230,1944,1706,-2499,"31,236","7,860","23,377",921,"1,451",-530
2013-09-03,550,936,-386,2027,1477,-909,"39,991","11,425","28,567",164,"1,594","-1,430"
2013-09-02,413,1162,-749,1924,1511,-2005,"12,576","11,559","1,017",756,"3,054","-2,298"
2013-08-30,270,1352,-1082,2051,1781,-2565,"11,705","35,047","-23,342",886,882,4
2013-08-29,426,514,-88,908,483,-75,"9,692","18,080","-8,388",638,759,-121
2013-08-28,621,1116,-495,2556,1935,-2674,"17,129","18,724","-1,595",467,"1,127",-660
2013-08-27,1208,839,368,2755,1547,-2111,"19,422","19,926",-505,352,515,-163
2013-08-26,496,943,-447,4185,3689,-2688,"8,269","14,531","-6,262","1,599",377,"1,222"
2013-08-23,864,446,418,1372,508,-480,"6,965","16,890","-9,925","1,927",552,"1,375"
2013-08-22,1456,616,840,1363,-93,-505,"9,744","18,120","-8,376",905,526,379
2013-08-21,901,967,-66,1653,752,-1707,"8,140","11,819","-3,679",579,957,-377
2013-08-20,563,1016,-454,1395,833,-1446,"10,985","13,728","-2,743",563,815,-251
2013-08-19,689,984,-295,1238,549,-788,"27,961","14,679","13,281","1,022",897,125
2013-08-16,351,845,-494,2339,1988,-2469,"17,071","12,442","4,630","2,079","1,144",935
2013-08-14,372,557,-185,944,572,-968,"15,081","12,584","2,497",557,"1,422",-865
2013-08-13,830,885,-55,1584,753,-1456,"17,485","9,985","7,501",968,290,679
2013-08-12,740,357,384,1277,537,691,"12,328","11,846",482,"1,380",530,850
2013-08-09,519,314,205,1196,677,-725,"10,926","11,496",-570,"1,816","1,204",612
2013-08-08,412,399,13,1232,820,-1122,"7,680","9,756","-2,076","1,238",817,421
2013-08-07,489,731,-243,1218,729,-1013,"13,198","7,729","5,469",492,687,-195
2013-08-06,1124,497,627,732,-393,381,"23,791","14,051","9,740","1,368","1,431",-63
2013-08-05,431,1047,-616,1304,873,-1437,"13,730","13,762",-32,497,721,-223
2013-08-02,563,807,-244,1651,1088,-1081,"31,426","19,935","11,491",429,375,54
2013-08-01,567,655,-88,3484,2917,-3164,"10,553","11,134",-581,683,850,-167
2013-07-31,563,574,-12,600,36,-428,"12,015","48,284","-36,269",918,430,488
2013-07-30,890,603,287,2414,1524,-2022,"11,411","46,199","-34,788",167,814,-648
2013-07-29,728,721,7,1717,988,-1065,"15,033","28,442","-13,409",411,948,-537
2013-07-26,901,787,114,1556,655,1229,"9,946","32,304","-22,358","1,815","1,815",
2013-07-25,623,942,-319,980,357,-1093,"10,638","18,223","-7,585",592,"1,929","-1,337"
2013-07-24,436,1303,-867,1624,1188,-696,"12,692","15,173","-2,481",222,"1,122",-900
2013-07-23,869,503,367,1195,326,608,"10,976","17,119","-6,143",483,581,-98
2013-07-22,424,392,32,1135,711,-757,"10,404","19,411","-9,007",613,527,85
2013-07-19,327,399,-72,932,606,-297,"9,925","17,458","-7,533","1,283",675,608
2013-07-18,250,654,-404,848,598,-1201,"12,137","23,184","-11,047",736,739,-2
2013-07-17,398,334,65,1131,733,-882,"16,479","23,888","-7,409",268,885,-617
2013-07-16,691,230,461,424,-267,60,"32,282","16,237","16,044",388,672,-285
2013-07-15,514,259,256,1023,509,1080,"17,322","29,824","-12,502",997,"3,374","-2,377"
2013-07-12,349,259,89,447,99,-258,"13,873","17,642","-3,768","1,485","1,487",-2
2013-07-11,697,175,522,459,-238,564,"15,265","13,920","1,345","1,416","1,095",321
2013-07-10,283,210,73,356,73,299,"9,278","15,775","-6,498","1,039",644,396
2013-07-09,742,229,513,277,-465,430,"18,841","15,745","3,096",620,420,200
2013-07-08,640,277,363,335,-305,482,"43,121","17,219","25,902",372,372,-1
2013-07-05,299,279,20,521,223,101,"28,309","14,444","13,865","1,073",185,887
2013-07-04,464,251,213,588,124,1020,"17,871","11,776","6,095",451,482,-31
2013-07-03,332,309,23,653,321,268,"29,615","11,915","17,700",294,768,-474
2013-07-02,810,231,579,453,-358,344,"78,119","15,844","62,275",290,926,-636
2013-07-01,1081,315,766,1419,339,349,"39,578","23,797","15,781",488,658,-170
2013-06-28,954,724,230,1679,725,3678,"38,523","56,113","-17,590","3,339","2,171","1,168"
2013-06-27,1278,448,830,1297,19,1098,"25,799","25,862",-63,"1,589","1,404",185
2013-06-26,1403,786,617,2170,767,-487,"16,159","17,963","-1,803","1,467","1,388",79
2013-06-25,1042,791,251,2440,1398,-87,"11,699","25,792","-14,093","1,785",755,"1,030"
2013-06-24,1647,378,1269,1343,-304,1582,"14,401","32,448","-18,047","2,212",440,"1,772"
2013-06-21,1792,399,1393,705,-1087,1616,"11,540","31,219","-19,678","1,894",336,"1,558"
2013-06-20,750,234,516,350,-400,918,"14,676","19,920","-5,243",814,847,-33
2013-06-19,638,279,359,1272,634,822,"13,235","11,201","2,034",932,193,739
2013-06-18,1423,331,1092,2772,1349,1034,"18,774","21,399","-2,625","1,672",158,"1,514"
2013-06-17,941,318,622,1457,516,1059,"10,352","12,283","-1,931","3,139",377,"2,762"
2013-06-14,1553,309,1244,321,-1232,929,"30,261","15,736","14,526","3,461",254,"3,207"
2013-06-13,2240,258,1982,442,-1799,1635,"17,461","17,094",367,"1,965","1,041",924
2013-06-12,1177,249,928,3843,2667,145,"16,297","22,235","-5,938","2,500",406,"2,094"
2013-06-11,2598,544,2054,1986,-611,2184,"17,266","11,571","5,695","3,716",693,"3,023"
2013-06-10,2192,499,1693,1355,-837,555,"13,381","14,454","-1,073","2,805","1,210","1,595"
2013-06-07,2004,527,1477,1193,-811,409,"12,564","21,339","-8,775","1,911",804,"1,106"
2013-06-05,859,1194,-335,1671,812,-1121,"15,472","12,134","3,338","1,140",719,422
2013-06-04,969,1110,-142,1525,556,-1477,"45,947","12,299","33,648",387,"1,583","-1,196"
2013-06-03,721,2116,-1396,2531,1810,-2610,"11,961","15,931","-3,970",754,"1,065",-312
2013-05-31,802,1945,-1143,2415,1613,-2944,"15,869","36,456","-20,587","1,698","2,292",-594
2013-05-30,757,3472,-2715,3982,3225,-6160,"17,091","19,905","-2,813",830,"1,466",-637
2013-05-29,907,1101,-194,1258,351,-1183,"13,254","17,203","-3,949",507,960,-452
2013-05-28,1469,869,600,1599,130,-483,"13,763","10,278","3,486",720,578,141
2013-05-27,799,1076,-277,2406,1607,-1697,"13,482","15,875","-2,394","1,308",642,667
2013-05-24,1100,857,243,1072,-28,-383,"14,258","21,119","-6,861",929,"1,203",-274
2013-05-23,990,2029,-1039,2429,1439,-3220,"25,047","13,283","11,765",944,"1,268",-324
2013-05-22,1168,969,199,1829,660,-1536,"16,934","12,725","4,209","1,743","2,316",-573
2013-05-21,1180,1142,38,1760,580,-87,"21,557","13,818","7,738",769,"1,474",-705
2013-05-20,729,1891,-1162,2381,1652,-3173,"12,232","15,395","-3,163",320,"1,791","-1,471"
2013-05-16,783,822,-39,988,205,-546,"26,491","16,107","10,384","1,464","2,065",-601
2013-05-15,632,892,-259,1662,1030,-1231,"25,487","9,107","16,380",260,531,-271
2013-05-14,1164,692,473,1234,70,-167,"29,751","8,893","20,859","3,462","2,078","1,384"
2013-05-13,1328,737,590,1201,-127,340,"34,660","10,527","24,133","1,080","1,816",-736
2013-05-10,762,1696,-934,1747,984,-2257,"20,555","12,828","7,727","1,259",636,623
2013-05-09,847,1058,-211,1346,499,-1281,"24,879","21,024","3,855",726,486,239
2013-05-08,1108,1111,-2,1868,760,-1474,"6,440","10,808","-4,368",464,994,-530
2013-05-07,1110,1546,-436,2207,1098,-2354,"18,709","13,212","5,497","2,218","1,530",689
2013-05-06,616,1316,-700,1750,1134,-1198,"24,349","16,171","8,178","1,488","1,081",407
2013-05-03,713,824,-111,1221,509,-12,"19,126","24,524","-5,398",757,"1,228",-471
2013-05-02,1131,1645,-513,3010,1879,-2770,"15,356","13,590","1,766",175,"1,200","-1,024"
2013-04-30,1060,779,280,780,-281,-519,"21,779","45,144","-23,365",422,965,-544
2013-04-29,1034,908,126,908,-126,-780,"14,468","27,703","-13,235",887,"1,187",-300
2013-04-26,1353,1192,161,3102,1749,-1718,"11,131","33,955","-22,824","1,475","1,047",428
2013-04-25,797,1930,-1133,5938,5141,-6295,"11,011","38,249","-27,238","1,613",421,"1,191"
2013-04-24,772,498,274,875,103,208,"9,303","16,613","-7,310",874,346,527
2013-04-23,1398,1039,359,3128,1730,-1948,"14,185","15,575","-1,390",618,455,162
2013-04-22,1271,971,299,1593,323,-931,"13,867","17,395","-3,528","1,668",844,824
2013-04-19,1064,809,256,1872,808,-1189,"8,599","35,589","-26,990","2,162",697,"1,464"
2013-04-18,770,795,-25,1365,594,595,"6,849","16,486","-9,637",977,643,334
2013-04-17,1118,854,263,2965,1847,-1023,"11,377","19,846","-8,470","1,137",424,714
2013-04-16,1477,484,993,663,-814,980,"30,918","14,452","16,466","2,716",694,"2,022"
2013-04-15,869,492,377,638,-231,680,"18,199","28,365","-10,165",744,806,-62
2013-04-12,678,544,134,1852,1174,-1007,"11,950","14,548","-2,598",702,"1,098",-395
2013-04-11,1245,562,683,701,-544,2085,"15,167","15,011",156,"2,566",475,"2,091"
2013-04-10,553,849,-297,3257,2705,-848,"9,771","22,708","-12,937","1,041",657,384
2013-04-09,983,476,507,4659,3676,-1135,"18,520","13,555","4,965","2,867",618,"2,249"
2013-04-08,2099,854,1245,1355,-744,1239,"18,903","12,589","6,314","4,740",653,"4,088"
2013-04-05,2010,611,1399,774,-1236,782,"15,201","9,305","5,896","2,667","1,134","1,533"
2013-04-04,904,584,320,633,-271,104,"24,314","20,388","3,926","2,446",552,"1,894"
2013-04-03,596,766,-170,1167,572,-1013,"21,857","15,592","6,265","1,206",420,786
2013-04-02,1054,1395,-340,1864,810,-1398,"32,089","12,533","19,556",385,619,-234
2013-04-01,428,1532,-1104,2181,1753,-2612,"16,508","14,967","1,541",897,"1,084",-187
2013-03-29,667,857,-190,1264,597,2771,"30,695","55,945","-25,250",742,"2,158","-1,416"
2013-03-28,1445,771,673,1252,-193,-313,"18,839","31,945","-13,107","1,092",966,125
2013-03-27,1472,3224,-1752,4066,2594,-4685,"22,371","19,152","3,218",893,"1,521",-627
2013-03-26,1550,3256,-1705,5564,4014,-5140,"14,631","28,717","-14,086","2,141",411,"1,730"
2013-03-25,2123,1114,1008,2605,482,163,"13,825","26,985","-13,160","3,066",832,"2,234"
2013-03-22,2199,1508,691,1986,-213,-444,"9,222","24,919","-15,697","2,334","1,193","1,140"
2013-03-21,937,869,69,1915,978,-807,"18,624","15,517","3,107",922,"1,545",-622
2013-03-20,875,1330,-455,2440,1565,-302,"28,119","10,978","17,141","2,179",483,"1,696"
2013-03-19,1330,1276,53,3578,2248,-2851,"13,125","16,924","-3,799","2,050",808,"1,241"
2013-03-18,1354,1075,279,2599,1245,-1596,"17,038","17,441",-403,"2,177",905,"1,272"
2013-03-15,1130,681,449,1986,856,-1408,"31,240","18,085","13,155","2,364","1,026","1,338"
2013-03-14,873,760,113,1773,900,-769,"13,698","10,527","3,171","1,566",943,623
2013-03-13,1257,742,515,2096,839,-1123,"19,514","14,758","4,756","1,637",512,"1,125"
2013-03-12,1127,996,131,2154,1027,-1499,"20,466","19,305","1,160","1,715",831,884
2013-03-11,985,807,178,1129,144,-569,"14,586","12,235","2,351","1,956","1,085",871
2013-03-08,848,1001,-154,1642,795,-1101,"9,974","14,885","-4,911","2,082",726,"1,355"
2013-03-07,532,1922,-1390,2867,2335,-4098,"17,607","32,874","-15,266",666,"1,297",-631
2013-03-06,598,1945,-1346,2302,1704,-3117,"21,841","11,746","10,096",778,875,-97
2013-03-05,855,1387,-532,2350,1494,-1120,"42,738","11,773","30,965",458,"1,207",-750
2013-03-04,705,2553,-1848,2887,2182,-4064,"14,662","17,960","-3,299",377,"1,128",-751
2013-02-28,1147,932,216,973,-174,-421,"32,986","50,811","-17,825","1,710",823,886
2013-02-27,785,860,-75,956,171,-825,"29,645","34,481","-4,836",965,"1,503",-538
2013-02-26,1084,1641,-557,1900,815,-609,"13,289","23,572","-10,283","1,699",826,873
2013-02-25,470,1720,-1250,1811,1341,-2256,"19,329","17,342","1,987","1,195","2,546","-1,351"
2013-02-22,509,2072,-1563,2314,1804,-1900,"19,170","24,036","-4,866","1,632","2,572",-940
