,기간자금설정,기간자금해지,증감
2013-04-22,"17,640","24,659","-7,019"
2013-04-19,"17,479","39,913","-22,434"
2013-04-18,"14,262","26,113","-11,851"
2013-04-17,"19,360","23,960","-4,600"
2013-04-16,"42,180","18,834","23,346"
2013-04-15,"23,084","30,247","-7,164"
2013-04-12,"16,673","19,458","-2,785"
2013-04-11,"23,263","17,655","5,609"
2013-04-10,"16,418","28,029","-11,611"
2013-04-09,"27,714","20,802","6,912"
2013-04-08,"29,320","15,161","14,159"
2013-04-05,"22,071","11,879","10,192"
2013-04-04,"32,362","22,195","10,167"
2013-04-03,"28,281","17,635","10,646"
2013-04-02,"37,737","15,770","21,967"
2013-04-01,"20,454","19,820",635
2013-03-29,"42,132","63,346","-21,214"
2013-03-28,"26,816","35,973","-9,157"
2013-03-27,"32,269","26,801","5,469"
2013-03-26,"24,788","38,046","-13,257"
2013-03-25,"22,389","31,164","-8,775"
2013-03-22,"18,155","31,349","-13,193"
2013-03-21,"25,160","23,439","1,721"
2013-03-20,"37,134","15,958","21,176"
2013-03-19,"17,978","21,902","-3,924"
2013-03-18,"24,969","22,243","2,726"
2013-03-15,"36,313","22,122","14,191"
2013-03-14,"19,393","14,852","4,541"
2013-03-13,"25,723","19,415","6,308"
2013-03-12,"25,926","23,206","2,720"
2013-03-11,"21,586","15,933","5,653"
2013-03-08,"17,125","18,515","-1,389"
2013-03-07,"23,666","40,516","-16,850"
2013-03-06,"24,184","19,183","5,001"
2013-03-05,"49,470","16,796","32,674"
2013-03-04,"20,528","23,450","-2,923"
2013-02-28,"44,456","56,586","-12,130"
2013-02-27,"34,877","40,571","-5,693"
2013-02-26,"20,791","28,852","-8,061"
2013-02-25,"22,843","23,703",-860
2013-02-22,"24,911","32,199","-7,288"
2013-02-21,"12,648","31,060","-18,412"
2013-02-20,"16,451","27,876","-11,424"
2013-02-19,"23,910","20,213","3,697"
2013-02-18,"39,476","16,552","22,924"
2013-02-15,"42,131","50,197","-8,066"
2013-02-14,"28,060","21,524","6,536"
2013-02-13,"21,083","14,210","6,873"
2013-02-12,"15,122","23,939","-8,817"
2013-02-08,"15,137","28,710","-13,574"
2013-02-07,"33,290","35,293","-2,003"
2013-02-06,"29,425","19,400","10,025"
2013-02-05,"56,849","37,359","19,490"
2013-02-04,"39,298","14,989","24,309"
2013-02-01,"21,207","21,584",-377
2013-01-31,"21,691","55,528","-33,837"
2013-01-30,"37,311","19,814","17,497"
2013-01-29,"30,796","19,315","11,482"
2013-01-28,"26,701","23,360","3,341"
2013-01-25,"24,830","32,838","-8,008"
2013-01-24,"21,029","26,804","-5,776"
2013-01-23,"22,932","11,398","11,534"
2013-01-22,"22,532","14,056","8,476"
2013-01-21,"19,081","19,182",-101
2013-01-18,"10,931","15,448","-4,517"
2013-01-17,"22,976","16,662","6,314"
2013-01-16,"47,365","11,351","36,013"
2013-01-15,"22,978","14,863","8,115"
2013-01-14,"17,200","15,531","1,669"
2013-01-11,"29,186","18,499","10,687"
2013-01-10,"20,120","20,628",-508
2013-01-09,"15,438","16,166",-728
2013-01-08,"26,117","19,298","6,820"
2013-01-07,"22,812","11,790","11,021"
2013-01-04,"51,252","19,870","31,383"
2013-01-03,"53,859","24,042","29,817"
2013-01-02,"23,654","24,965","-1,311"
2012-12-31,"42,796","48,783","-5,987"
2012-12-28,"28,474","55,114","-26,640"
2012-12-27,"31,632","49,458","-17,826"
2012-12-26,"37,782","46,554","-8,772"
2012-12-24,"18,437","42,935","-24,498"
2012-12-21,"30,330","30,974",-644
2012-12-20,"20,559","36,190","-15,631"
2012-12-18,"21,488","19,132","2,356"
2012-12-17,"21,192","21,409",-217
2012-12-14,"41,307","29,512","11,795"
2012-12-13,"34,430","21,435","12,995"
2012-12-12,"17,549","19,350","-1,800"
2012-12-11,"18,438","28,207","-9,770"
2012-12-10,"16,087","24,303","-8,216"
2012-12-07,"19,178","42,469","-23,290"
2012-12-06,"12,068","24,486","-12,418"
2012-12-05,"41,997","19,311","22,687"
2012-12-04,"46,276","16,042","30,234"
2012-12-03,"12,565","14,590","-2,025"
2012-11-30,"16,339","43,419","-27,081"
2012-11-29,"13,380","42,185","-28,805"
2012-11-28,"12,911","22,236","-9,325"
2012-11-27,"11,993","18,006","-6,012"
2012-11-26,"15,797","23,433","-7,636"
2012-11-23,"11,627","17,643","-6,016"
2012-11-22,"15,404","19,361","-3,957"
2012-11-21,"17,962","17,275",686
2012-11-20,"17,352","17,773",-421
2012-11-19,"15,315","14,769",545
2012-11-16,"34,741","22,252","12,489"
2012-11-15,"24,595","19,830","4,764"
2012-11-14,"16,111","9,675","6,436"
2012-11-13,"22,037","10,832","11,205"
2012-11-12,"15,805","25,972","-10,167"
2012-11-09,"16,694","23,387","-6,694"
2012-11-08,"16,147","21,813","-5,666"
2012-11-07,"18,455","15,158","3,297"
2012-11-06,"22,891","18,887","4,004"
2012-11-05,"36,582","28,414","8,169"
2012-11-02,"37,404","19,465","17,938"
2012-11-01,"14,461","20,350","-5,889"
2012-10-31,"27,977","41,517","-13,541"
2012-10-30,"55,751","38,125","17,625"
2012-10-29,"16,590","23,675","-7,085"
2012-10-26,"23,841","23,450",392
2012-10-25,"12,991","30,824","-17,834"
2012-10-24,"23,071","16,604","6,467"
2012-10-23,"18,355","20,921","-2,566"
2012-10-22,"14,077","18,738","-4,661"
2012-10-19,"12,383","18,385","-6,002"
2012-10-18,"28,000","21,447","6,553"
2012-10-17,"19,517","19,040",477
2012-10-16,"41,533","12,105","29,428"
2012-10-15,"34,652","16,399","18,253"
2012-10-12,"30,877","21,547","9,330"
2012-10-11,"16,246","11,758","4,487"
2012-10-10,"17,589","17,473",116
2012-10-09,"19,245","14,848","4,396"
2012-10-08,"29,452","15,822","13,630"
2012-10-05,"40,987","19,125","21,861"
2012-10-04,"56,116","19,136","36,980"
2012-10-02,"18,641","17,176","1,465"
2012-09-28,"23,030","63,350","-40,320"
2012-09-27,"25,102","43,041","-17,939"
2012-09-26,"17,993","25,455","-7,462"
2012-09-25,"18,363","18,508",-145
2012-09-24,"13,161","30,097","-16,935"
2012-09-21,"18,805","20,227","-1,421"
2012-09-20,"9,902","25,469","-15,567"
2012-09-19,"16,838","19,711","-2,873"
2012-09-18,"18,940","27,708","-8,769"
2012-09-17,"11,434","25,872","-14,438"
2012-09-14,"47,997","38,515","9,483"
2012-09-13,"17,067","13,469","3,598"
2012-09-12,"22,393","19,472","2,921"
2012-09-11,"31,425","27,514","3,911"
2012-09-10,"12,158","25,343","-13,186"
2012-09-07,"23,411","32,987","-9,576"
2012-09-06,"14,092","25,658","-11,566"
2012-09-05,"25,178","9,510","15,668"
2012-09-04,"33,835","14,116","19,719"
2012-09-03,"13,816","14,186",-369
2012-08-31,"25,429","43,140","-17,711"
2012-08-30,"12,695","18,580","-5,885"
2012-08-29,"29,446","24,222","5,223"
2012-08-28,"21,577","29,497","-7,921"
2012-08-27,"14,663","22,930","-8,267"
2012-08-24,"11,457","21,983","-10,525"
2012-08-23,"14,703","29,513","-14,809"
2012-08-22,"12,921","24,241","-11,320"
2012-08-21,"21,665","12,939","8,726"
2012-08-20,"16,775","21,077","-4,302"
2012-08-17,"41,785","24,671","17,114"
2012-08-16,"19,600","23,257","-3,656"
2012-08-14,"30,847","17,402","13,445"
2012-08-13,"19,701","30,952","-11,251"
2012-08-10,"17,232","27,336","-10,104"
2012-08-09,"19,033","24,955","-5,922"
2012-08-08,"22,035","12,413","9,621"
2012-08-07,"20,577","14,494","6,083"
2012-08-06,"34,058","24,335","9,723"
2012-08-03,"39,709","23,957","15,752"
2012-08-02,"31,869","11,576","20,294"
2012-08-01,"15,874","13,962","1,913"
2012-07-31,"31,089","48,838","-17,749"
2012-07-30,"20,259","32,409","-12,150"
2012-07-27,"17,410","20,761","-3,351"
2012-07-26,"14,383","20,419","-6,036"
2012-07-25,"11,026","17,669","-6,643"
2012-07-24,"16,498","13,076","3,423"
2012-07-23,"15,343","11,373","3,970"
2012-07-20,"20,565","11,915","8,650"
2012-07-19,"26,117","14,802","11,315"
2012-07-18,"34,114","20,190","13,923"
2012-07-17,"19,118","13,174","5,944"
2012-07-16,"37,930","12,688","25,242"
2012-07-13,"25,533","13,816","11,717"
2012-07-12,"17,584","16,316","1,268"
2012-07-11,"13,750","9,669","4,081"
2012-07-10,"20,782","16,708","4,074"
2012-07-09,"13,401","10,979","2,421"
2012-07-06,"21,122","9,839","11,283"
2012-07-05,"12,182","13,641","-1,459"
2012-07-04,"21,925","11,766","10,159"
2012-07-03,"67,159","18,971","48,188"
2012-07-02,"16,269","16,497",-227
2012-06-29,"34,173","78,093","-43,919"
2012-06-28,"22,145","42,963","-20,818"
2012-06-27,"22,288","14,487","7,801"
2012-06-26,"12,921","17,167","-4,246"
2012-06-25,"17,613","15,964","1,649"
2012-06-22,"15,961","20,050","-4,089"
2012-06-21,"18,605","16,708","1,897"
2012-06-20,"16,225","15,813",412
2012-06-19,"26,876","15,318","11,558"
2012-06-18,"35,981","14,510","21,471"
2012-06-15,"38,382","30,127","8,256"
2012-06-14,"12,456","18,281","-5,826"
2012-06-13,"20,924","20,601",323
2012-06-12,"20,622","19,356","1,266"
2012-06-11,"17,686","30,221","-12,535"
2012-06-08,"11,939","33,717","-21,778"
2012-06-07,"13,820","16,016","-2,197"
2012-06-05,"55,906","11,281","44,625"
2012-06-04,"42,742","12,334","30,408"
2012-06-01,"19,550","12,991","6,558"
2012-05-31,"15,244","44,366","-29,122"
2012-05-30,"20,861","38,773","-17,912"
2012-05-29,"14,521","23,252","-8,731"
2012-05-25,"15,926","29,594","-13,668"
2012-05-24,"11,518","19,066","-7,548"
2012-05-23,"12,720","16,129","-3,409"
2012-05-22,"22,718","25,210","-2,492"
2012-05-21,"15,041","20,021","-4,980"
2012-05-18,"26,127","21,530","4,597"
2012-05-17,"26,198","16,541","9,657"
2012-05-16,"46,808","26,364","20,444"
2012-05-15,"23,863","25,446","-1,584"
2012-05-14,"23,967","24,982","-1,015"
2012-05-11,"26,645","23,791","2,854"
2012-05-10,"15,253","32,294","-17,041"
2012-05-09,"15,488","10,963","4,526"
2012-05-08,"12,343","16,156","-3,813"
2012-05-07,"42,807","16,779","26,028"
2012-05-04,"58,485","13,099","45,386"
2012-05-03,"48,727","12,169","36,558"
2012-05-02,"20,516","19,061","1,455"
2012-04-30,"27,164","58,544","-31,381"
2012-04-27,"20,453","30,159","-9,707"
2012-04-26,"11,943","23,787","-11,844"
2012-04-25,"13,916","26,421","-12,505"
2012-04-24,"16,046","19,287","-3,241"
2012-04-23,"13,581","14,235",-654
2012-04-20,"13,427","14,186",-759
2012-04-19,"26,868","15,183","11,685"
2012-04-18,"14,108","15,884","-1,776"
2012-04-17,"34,865","20,554","14,312"
2012-04-16,"18,657","22,867","-4,209"
2012-04-13,"17,048","16,409",640
2012-04-12,"18,737","29,249","-10,511"
2012-04-10,"27,190","21,884","5,306"
2012-04-09,"24,684","18,092","6,592"
2012-04-06,"17,614","14,415","3,198"
2012-04-05,"25,325","13,430","11,895"
2012-04-04,"32,985","18,646","14,339"
2012-04-03,"55,366","20,479","34,887"
2012-04-02,"15,387","19,519","-4,132"
2012-03-30,"29,672","55,838","-26,167"
2012-03-29,"35,854","33,314","2,539"
2012-03-28,"28,451","25,824","2,627"
2012-03-27,"30,845","18,099","12,745"
2012-03-26,"8,834","21,878","-13,044"
2012-03-23,"13,948","19,818","-5,870"
2012-03-22,"16,710","20,383","-3,673"
2012-03-21,"17,682","19,271","-1,589"
2012-03-20,"17,082","21,923","-4,841"
2012-03-19,"12,721","22,966","-10,245"
2012-03-16,"44,600","19,938","24,661"
2012-03-15,"16,552","19,481","-2,929"
2012-03-14,"13,750","13,760",-10
2012-03-13,"32,065","14,018","18,047"
2012-03-12,"16,839","24,331","-7,492"
2012-03-09,"17,075","14,107","2,967"
2012-03-08,"10,220","21,773","-11,554"
2012-03-07,"23,734","11,251","12,483"
2012-03-06,"32,126","12,097","20,029"
2012-03-05,"60,355","20,793","39,562"
2012-03-02,"12,769","21,315","-8,546"
2012-02-29,"25,655","56,243","-30,589"
2012-02-28,"14,241","61,239","-46,997"
2012-02-27,"11,676","40,256","-28,579"
2012-02-24,"21,281","22,355","-1,074"
2012-02-23,"14,412","23,679","-9,268"
2012-02-22,"25,952","17,650","8,302"
2012-02-21,"28,626","23,750","4,876"
2012-02-20,"13,778","30,160","-16,382"
2012-02-17,"16,954","21,635","-4,680"
2012-02-16,"31,674","15,881","15,792"
2012-02-15,"24,586","27,432","-2,846"
2012-02-14,"20,325","18,996","1,329"
2012-02-13,"15,911","24,274","-8,363"
2012-02-10,"27,617","36,931","-9,314"
2012-02-09,"13,822","25,797","-11,974"
2012-02-08,"13,683","14,051",-368
2012-02-07,"10,873","17,997","-7,124"
2012-02-06,"27,065","12,696","14,369"
2012-02-03,"56,239","14,496","41,743"
2012-02-02,"32,021","12,698","19,322"
2012-02-01,"35,380","17,115","18,265"
2012-01-31,"18,775","31,285","-12,510"
2012-01-30,"14,167","49,783","-35,616"
2012-01-27,"42,247","22,112","20,136"
2012-01-26,"23,457","49,844","-26,387"
2012-01-25,"13,773","20,222","-6,449"
2012-01-20,"14,265","26,005","-11,740"
2012-01-19,"20,184","33,348","-13,164"
2012-01-18,"15,032","17,524","-2,492"
2012-01-17,"26,151","15,578","10,573"
2012-01-16,"28,111","24,628","3,483"
2012-01-13,"21,937","11,748","10,189"
2012-01-12,"14,199","10,605","3,595"
2012-01-11,"25,085","9,100","15,985"
2012-01-10,"20,217","16,142","4,075"
2012-01-09,"16,514","12,327","4,187"
2012-01-06,"25,048","11,296","13,752"
2012-01-05,"37,331","17,352","19,979"
2012-01-04,"50,961","20,151","30,809"
2012-01-03,"32,265","15,127","17,139"
2012-01-02,"18,298","15,668","2,630"
2011-12-30,"30,834","58,944","-28,109"
2011-12-29,"22,396","33,271","-10,875"
2011-12-28,"16,738","40,338","-23,600"
2011-12-27,"24,948","43,301","-18,353"
2011-12-26,"15,271","36,096","-20,825"
2011-12-23,"27,591","35,267","-7,675"
2011-12-22,"12,795","20,175","-7,381"
2011-12-21,"13,362","13,322",40
2011-12-20,"21,636","25,565","-3,929"
2011-12-19,"13,640","81,822","-68,181"
2011-12-16,"36,052","13,146","22,906"
2011-12-15,"25,728","38,885","-13,157"
2011-12-14,"12,915","7,274","5,641"
2011-12-13,"20,189","36,774","-16,586"
2011-12-12,"10,476","15,372","-4,896"
2011-12-09,"9,795","12,097","-2,302"
2011-12-08,"13,620","35,693","-22,073"
2011-12-07,"11,546","12,962","-1,417"
2011-12-06,"29,327","28,065","1,262"
2011-12-05,"40,820","23,075","17,745"
2011-12-02,"27,209","21,186","6,022"
2011-12-01,"15,367","19,125","-3,758"
2011-11-30,"21,270","30,069","-8,799"
2011-11-29,"18,688","23,946","-5,259"
2011-11-28,"9,777","15,278","-5,502"
2011-11-25,"14,487","20,181","-5,693"
2011-11-24,"14,748","26,561","-11,812"
2011-11-23,"12,389","12,170",219
2011-11-22,"30,513","12,643","17,871"
2011-11-21,"14,028","23,310","-9,282"
2011-11-18,"17,917","25,735","-7,817"
2011-11-17,"13,962","16,659","-2,697"
2011-11-16,"29,215","17,312","11,902"
2011-11-15,"16,720","15,352","1,368"
2011-11-14,"15,223","9,534","5,689"
2011-11-11,"23,587","8,518","15,069"
2011-11-10,"12,366","16,081","-3,714"
2011-11-09,"7,129","8,654","-1,525"
2011-11-08,"14,186","25,484","-11,299"
2011-11-07,"11,224","19,681","-8,457"
2011-11-04,"17,473","10,763","6,710"
2011-11-03,"38,281","17,709","20,572"
2011-11-02,"25,874","16,152","9,722"
2011-11-01,"13,349","19,537","-6,188"
2011-10-31,"19,401","37,175","-17,774"
2011-10-28,"34,067","17,257","16,810"
2011-10-27,"19,029","10,833","8,197"
2011-10-26,"20,512","13,933","6,578"
2011-10-25,"23,154","22,106","1,048"
2011-10-24,"12,272","17,437","-5,165"
2011-10-21,"24,298","14,624","9,674"
2011-10-20,"10,685","12,347","-1,661"
2011-10-19,"13,590","11,283","2,307"
2011-10-18,"20,064","17,199","2,865"
2011-10-17,"12,189","27,410","-15,222"
2011-10-14,"32,170","13,745","18,426"
2011-10-13,"23,411","13,447","9,964"
2011-10-12,"13,881","16,942","-3,061"
2011-10-11,"25,834","21,457","4,377"
2011-10-10,"11,161","14,131","-2,970"
2011-10-07,"48,435","18,035","30,401"
2011-10-06,"28,044","12,698","15,346"
2011-10-05,"27,590","12,557","15,032"
2011-10-04,"16,233","17,366","-1,133"
2011-09-30,"23,063","48,827","-25,764"
2011-09-29,"20,184","35,659","-15,475"
2011-09-28,"20,624","26,854","-6,229"
2011-09-27,"23,611","17,018","6,593"
2011-09-26,"22,351","20,313","2,038"
2011-09-23,"20,719","13,592","7,127"
2011-09-22,"18,022","17,496",525
2011-09-21,"19,183","13,176","6,008"
2011-09-20,"31,148","18,597","12,551"
2011-09-19,"18,373","16,702","1,671"
2011-09-16,"26,173","18,311","7,862"
2011-09-15,"17,851","9,733","8,118"
2011-09-14,"10,440","10,590",-150
2011-09-09,"19,874","22,006","-2,132"
2011-09-08,"12,123","39,425","-27,302"
2011-09-07,"10,965","7,974","2,991"
2011-09-06,"20,923","8,606","12,317"
2011-09-05,"49,414","14,503","34,911"
2011-09-02,"18,610","8,448","10,163"
2011-09-01,"13,232","16,308","-3,076"
2011-08-31,"13,617","32,849","-19,232"
2011-08-30,"15,974","25,355","-9,381"
2011-08-29,"9,952","10,453",-501
2011-08-26,"18,300","18,901",-601
2011-08-25,"7,471","19,626","-12,155"
2011-08-24,"10,749","9,745","1,004"
2011-08-23,"28,904","13,779","15,125"
2011-08-22,"17,591","19,848","-2,258"
2011-08-19,"11,368","11,227",141
2011-08-18,"21,549","15,371","6,178"
2011-08-17,"48,149","15,474","32,675"
2011-08-16,"23,499","15,521","7,979"
2011-08-12,"33,713","15,269","18,445"
2011-08-11,"21,143","21,532",-389
2011-08-10,"15,616","15,873",-257
2011-08-09,"20,838","19,647","1,191"
2011-08-08,"23,542","21,909","1,632"
2011-08-05,"18,709","14,579","4,130"
2011-08-04,"38,173","14,622","23,551"
2011-08-03,"13,278","15,538","-2,260"
2011-08-02,"14,351","16,654","-2,302"
2011-08-01,"15,973","21,721","-5,748"
2011-07-29,"15,375","23,964","-8,590"
2011-07-28,"14,113","30,568","-16,455"
2011-07-27,"12,682","15,661","-2,980"
2011-07-26,"11,987","15,116","-3,129"
2011-07-25,"15,306","25,992","-10,685"
2011-07-22,"17,679","15,924","1,755"
2011-07-21,"18,393","16,239","2,154"
2011-07-20,"17,184","13,520","3,664"
2011-07-19,"26,447","10,618","15,829"
2011-07-18,"27,866","14,397","13,469"
2011-07-15,"42,587","15,609","26,977"
2011-07-14,"20,574","16,644","3,931"
2011-07-13,"14,975","9,506","5,470"
2011-07-12,"13,294","26,145","-12,851"
2011-07-11,"11,500","21,314","-9,814"
2011-07-08,"15,617","17,700","-2,083"
2011-07-07,"14,690","16,344","-1,654"
2011-07-06,"13,373","10,936","2,436"
2011-07-05,"25,348","32,883","-7,535"
2011-07-04,"21,994","13,489","8,505"
2011-07-01,"19,562","23,115","-3,554"
2011-06-30,"23,385","58,272","-34,887"
2011-06-29,"23,987","24,692",-704
2011-06-28,"22,733","26,761","-4,028"
2011-06-27,"10,781","23,347","-12,566"
2011-06-24,"20,434","30,672","-10,239"
2011-06-23,"14,899","29,344","-14,445"
2011-06-22,"13,275","10,726","2,549"
2011-06-21,"16,884","14,909","1,975"
2011-06-20,"13,694","16,230","-2,536"
2011-06-17,"15,042","10,810","4,232"
2011-06-16,"32,486","13,155","19,331"
2011-06-15,"26,249","20,867","5,382"
2011-06-14,"22,566","13,570","8,997"
2011-06-13,"15,999","19,675","-3,676"
2011-06-10,"25,819","35,325","-9,507"
2011-06-09,"11,911","16,644","-4,733"
2011-06-08,"12,207","8,472","3,735"
2011-06-07,"14,622","15,278",-656
2011-06-03,"42,030","11,465","30,565"
2011-06-02,"23,794","22,592","1,202"
2011-06-01,"15,484","16,486","-1,002"
2011-05-31,"19,253","35,612","-16,358"
2011-05-30,"15,111","32,826","-17,715"
2011-05-27,"15,634","19,235","-3,601"
2011-05-26,"21,779","17,918","3,860"
2011-05-25,"15,121","12,197","2,923"
2011-05-24,"29,472","22,457","7,014"
2011-05-23,"14,645","25,959","-11,314"
2011-05-20,"18,344","25,711","-7,367"
2011-05-19,"22,012","22,750",-738
2011-05-18,"26,881","19,438","7,443"
2011-05-17,"48,279","9,358","38,921"
2011-05-16,"25,698","20,445","5,253"
2011-05-13,"21,720","19,837","1,884"
2011-05-12,"15,724","27,043","-11,319"
2011-05-11,"16,425","14,724","1,701"
2011-05-09,"18,819","20,191","-1,372"
2011-05-06,"36,750","21,274","15,476"
2011-05-04,"16,968","16,788",180
2011-05-03,"34,981","16,564","18,417"
2011-05-02,"13,330","17,530","-4,200"
2011-04-29,"34,457","38,275","-3,818"
2011-04-28,"41,450","26,597","14,854"
2011-04-27,"15,397","20,891","-5,494"
2011-04-26,"13,499","22,618","-9,119"
2011-04-25,"15,375","44,798","-29,423"
2011-04-22,"24,601","27,421","-2,820"
2011-04-21,"13,062","25,817","-12,755"
2011-04-20,"13,411","17,760","-4,349"
2011-04-19,"16,806","21,049","-4,243"
2011-04-18,"15,590","22,138","-6,548"
2011-04-15,"32,878","15,104","17,773"
2011-04-14,"15,671","15,322",349
2011-04-13,"13,613","17,846","-4,232"
2011-04-12,"24,028","20,136","3,893"
2011-04-11,"12,166","32,656","-20,489"
2011-04-08,"26,556","28,061","-1,505"
2011-04-07,"15,840","25,867","-10,027"
2011-04-06,"17,491","18,945","-1,454"
2011-04-05,"34,255","16,827","17,428"
2011-04-04,"52,470","36,040","16,430"
2011-04-01,"17,984","22,073","-4,088"
2011-03-31,"49,964","58,646","-8,681"
2011-03-30,"28,917","25,298","3,618"
2011-03-29,"28,381","16,525","11,856"
2011-03-28,"15,648","14,887",761
2011-03-25,"23,396","20,457","2,938"
2011-03-24,"15,598","16,705","-1,107"
2011-03-23,"9,149","12,002","-2,853"
2011-03-22,"29,890","24,365","5,525"
2011-03-21,"10,067","19,103","-9,036"
2011-03-18,"11,817","15,376","-3,558"
2011-03-17,"17,529","18,952","-1,423"
2011-03-16,"24,852","17,742","7,110"
2011-03-15,"22,924","16,145","6,779"
2011-03-14,"16,386","12,481","3,905"
2011-03-11,"29,998","14,270","15,728"
2011-03-10,"14,382","31,362","-16,980"
2011-03-09,"21,009","20,760",249
2011-03-08,"15,416","26,595","-11,180"
2011-03-07,"21,897","20,003","1,894"
2011-03-04,"16,989","21,634","-4,645"
2011-03-03,"43,321","20,833","22,487"
2011-03-02,"26,684","23,944","2,740"
2011-02-28,"23,391","57,971","-34,580"
2011-02-25,"25,438","31,793","-6,356"
2011-02-24,"11,701","24,846","-13,146"
2011-02-23,"26,379","15,911","10,468"
2011-02-22,"20,123","23,007","-2,884"
2011-02-21,"14,780","27,919","-13,139"
2011-02-18,"18,592","19,107",-515
2011-02-17,"14,819","18,221","-3,401"
2011-02-16,"31,210","16,074","15,136"
2011-02-15,"27,882","14,431","13,451"
2011-02-14,"14,423","19,836","-5,412"
2011-02-11,"18,290","50,453","-32,163"
2011-02-10,"14,215","35,691","-21,476"
2011-02-09,"20,740","17,549","3,192"
2011-02-08,"38,072","32,781","5,291"
2011-02-07,"21,356","19,273","2,083"
2011-02-01,"37,365","34,505","2,860"
2011-01-31,"20,989","63,761","-42,772"
2011-01-28,"44,641","43,547","1,093"
2011-01-27,"28,070","26,519","1,552"
2011-01-26,"18,852","48,686","-29,834"
2011-01-25,"17,680","47,179","-29,499"
2011-01-24,"23,242","29,400","-6,159"
2011-01-21,"22,725","41,950","-19,225"
2011-01-20,"13,254","47,589","-34,336"
2011-01-19,"21,135","19,124","2,011"
2011-01-18,"21,519","26,163","-4,644"
2011-01-17,"22,148","30,068","-7,921"
2011-01-14,"34,672","41,460","-6,787"
2011-01-13,"30,195","17,924","12,271"
2011-01-12,"26,531","23,020","3,511"
2011-01-11,"24,092","20,158","3,935"
2011-01-10,"18,601","26,512","-7,911"
2011-01-07,"37,906","20,426","17,481"
2011-01-06,"18,330","15,555","2,774"
2011-01-05,"37,749","13,408","24,341"
2011-01-04,"81,104","23,073","58,031"
2011-01-03,"21,568","33,398","-11,830"
2010-12-31,"37,038","55,376","-18,338"
2010-12-30,"26,379","59,835","-33,456"
2010-12-29,"42,595","42,159",436
2010-12-28,"26,276","50,501","-24,225"
2010-12-27,"20,326","50,715","-30,390"
2010-12-24,"24,890","37,410","-12,520"
2010-12-23,"16,409","32,378","-15,969"
2010-12-22,"18,398","18,386",12
2010-12-21,"20,307","28,187","-7,880"
2010-12-20,"24,835","36,861","-12,026"
2010-12-17,"18,221","19,827","-1,606"
2010-12-16,"39,832","33,959","5,873"
2010-12-15,"32,523","25,719","6,805"
2010-12-14,"28,004","16,885","11,119"
2010-12-13,"28,012","24,285","3,727"
2010-12-10,"14,664","27,616","-12,951"
2010-12-09,"21,870","32,903","-11,033"
2010-12-08,"18,415","19,782","-1,367"
2010-12-07,"18,010","19,620","-1,610"
2010-12-06,"24,426","24,174",251
2010-12-03,"40,235","17,625","22,610"
2010-12-02,"36,858","18,471","18,387"
2010-12-01,"19,365","23,294","-3,929"
2010-11-30,"40,464","58,378","-17,914"
2010-11-29,"14,141","24,297","-10,156"
2010-11-26,"36,272","34,095","2,177"
2010-11-25,"13,816","22,301","-8,484"
2010-11-24,"13,403","15,936","-2,532"
2010-11-23,"25,509","24,446","1,063"
2010-11-22,"24,634","26,274","-1,639"
2010-11-19,"21,274","28,179","-6,904"
2010-11-18,"23,164","23,371",-208
2010-11-17,"21,476","39,153","-17,676"
2010-11-16,"38,251","23,497","14,754"
2010-11-15,"24,708","38,370","-13,662"
2010-11-12,"23,301","17,566","5,735"
2010-11-11,"23,158","17,984","5,174"
2010-11-10,"15,625","12,067","3,558"
2010-11-09,"25,738","19,808","5,930"
2010-11-08,"14,283","20,891","-6,608"
2010-11-05,"24,683","24,035",648
2010-11-04,"33,709","26,795","6,913"
2010-11-03,"20,694","14,630","6,065"
2010-11-02,"48,025","13,076","34,950"
2010-11-01,"15,858","25,749","-9,891"
2010-10-29,"19,079","48,792","-29,712"
2010-10-28,"52,313","30,728","21,585"
2010-10-27,"15,987","22,473","-6,486"
2010-10-26,"24,222","23,948",274
2010-10-25,"10,096","26,802","-16,705"
2010-10-22,"24,015","20,707","3,308"
2010-10-21,"20,942","30,371","-9,428"
2010-10-20,"15,955","13,291","2,665"
2010-10-19,"28,482","23,736","4,747"
2010-10-18,"15,008","27,385","-12,377"
2010-10-15,"31,654","23,027","8,627"
2010-10-14,"25,680","17,768","7,912"
2010-10-13,"19,470","22,665","-3,195"
2010-10-12,"14,929","19,456","-4,526"
2010-10-11,"16,483","23,516","-7,033"
2010-10-08,"23,936","20,229","3,707"
2010-10-07,"15,095","21,361","-6,267"
2010-10-06,"22,880","12,254","10,626"
2010-10-05,"53,945","14,940","39,005"
2010-10-04,"19,122","21,407","-2,285"
2010-10-01,"21,031","30,998","-9,966"
2010-09-30,"35,366","64,388","-29,023"
2010-09-29,"33,282","33,901",-619
2010-09-28,"28,920","25,064","3,856"
2010-09-27,"20,443","20,488",-45
2010-09-24,"23,019","21,373","1,647"
2010-09-20,"23,111","28,198","-5,087"
2010-09-17,"28,061","37,102","-9,040"
2010-09-16,"32,187","26,601","5,587"
2010-09-15,"26,364","21,933","4,431"
2010-09-14,"23,456","21,814","1,642"
2010-09-13,"15,215","25,786","-10,571"
2010-09-10,"17,649","22,831","-5,183"
2010-09-09,"19,584","22,874","-3,289"
2010-09-08,"16,333","13,537","2,796"
2010-09-07,"16,760","28,162","-11,402"
